PHUSTR_24,,,The Final Frontier,,Poslední hranice,Den endelige grænse,Die letzte Grenze,,La Fina Limo,La Frontera Final,La Última Frontera,Viimeinen rajamaa,La Frontière Finale,A végső határ,La Frontiera Finale,最後のフロンティア,최후의 개척지,De eindgrens,Den siste grensen,Ostateczna Granica,A Fronteira Final,,Ultima frontieră,Последний рубеж,Коначна граница,Den sista gränsen,Son Sınır,,
PHUSTR_25,,,The Temple of Darkness,,Chrám temna,Mørkets tempel,Der Tempel der Dunkelheit,,La Idolejo de Mallumo,El Templo de la Oscuridad,,Pimeyden temppeli,Le Temple des Ténèbres,A sötétség temploma,Il Tempio dell'Oscurità,暗黒の神殿,어둠의 신전,De tempel van de duisternis,Mørkets tempel,Świątynia Mroku,O Templo da Escuridão,,Templul tenebros,Храм тьмы,Храм таме,Mörkrets tempel,Karanlığın Tapınağı,,
PHUSTR_26,,,Bunker,,Bunkr,,,,Bunkro,Búnker,,Bunkkeri,Bunker,Bunker,Bunker,バンカー,방공호,,,Bunkier,Casamata,Bunker,Buncăr,Бункер,Бункер,Bunker,Sığınak,,
PHUSTR_27,,,Anti-Christ,,Antikrist,,Antichrist,,Antikristo,Anticristo,,Antikristus,Anti-Christ,Antikrisztus,Anticristo,アンチキリスト,적그리스도,Antichrist,Antikrist,Antychryst,Anticristo,,Antihrist,Антихрист,Антихрист,Antikrist,Mesih Karşıtı,,
PHUSTR_28,,,The Sewers,,Kanály,Kloakkerne,Kanäle,,La Kanalo,Las Alcantarillas,,Viemärit,Les Egouts,A kanális,Le Fogne,下水道,하수구,De rioleringen,Kloakken,Ścieki,Os Esgotos,,Canalizarea,Канализация,Канализација,Sjukhusen,Kanalizasyonlar,,
PHUSTR_29,,,Odyssey of Noises,,Odysea křiku,Lydenes odyssé,Odyssee der Geräusche,,Vojaĝo de Sonoj,Odisea de Ruidos,,Äänten harharetki,Odysée de Bruits,A moraj ösvénye,Odissea dei Rumori,オデッセイのノイズ,속삭임의 여정,Odyssee van geluiden,Lydenes odyssé,Odyseja Wrzawy,Odisséia de Ruidos,,Odiseea zgomotelor,Одиссея шумов,Одисеја шумова,Ljudets odyssé,Seslerin Odyssey'i,,
PHUSTR_30,,,The Gateway of Hell,,Brána pekla,Helvedes port,Tor zur Hölle,,La Pordego de Inferno,La Puerta del Infierno,,Helvetin porttikäytävä,La Porte des Enfers,Átjáró a pokolba,La Porta dell'Inferno,地獄の関門,지옥의 차원문,De poort van de hel,Porten til helvete,Brama Piekieł,O Portão do Inferno,,Poarta spre infern,Врата ада,Пролаз пакла,Helvetets port,Cehennem Kapısı,,
PHUSTR_31,,,Cyberden,,Kyberdoupě,,Cyberbau,,Cibernesto,Ciber-guarida,,Kyberpesä,Cyber-Antre,Kiberodú,Cybergabbia,サイバーの巣,사이버소굴,,,Cybernora,Ciberantro,,Cibervizuină,Киберлогово,Сајбер-јазбина,Cyberden,Siber'in ini,,
PHUSTR_32,,,Go 2 It,,Jdi do toho,,,,Iru al ĝi!,Ve a x ello,Ve x eso,Iske kii,Go 2 It,Menj oda!,Dacci Dentro,逝ってこい,함 해 봐,Ga ervoor,,Do Dzieła,Vai Fundo,Siga em Frente,Du-te la ei,П0лный вп3рёд,Иди ка њему,Gå till det,Devam Et,,
,blackroom warmup level names,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUSTR_E1M4B,,,Phobos Mission Control,,,,Phobos Missionsleitung,,,,,,,,,,,,,Centrum Kontroli Fobosa,,,,Центр управления Фобоса,,,,,
HUSTR_E1M8B,,,Tech Gone Bad,,,,Fehlerhafte Technik,,,,,,,,,,,,,Popsuta technologia,,,,Испортившаяся технология,,,,,
,sigil level names (sans level #),,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUSTR_E5M1,,,Baphomet's Demesne,,,,Baphomets Territorium,,,,,,,,,,,,,Terytorium Bafometa,,,,Владение Бафомета,,,,,
HUSTR_E5M2,,,Sheol,,,,Scheol,,,,,,,,,,,,,Szeol,,,,Шеол,,,,,
HUSTR_E5M3,,,Cages of the Damned,,,,Käfige der Verdammten,,,,,,,,,,,,,Klatki potępionych,,,,Клетки проклятых,,,,,
HUSTR_E5M4,,,Paths of Wretchedness,,,,Pfad des Elends,,,,,,,,,,,,,Ścieżki niedoli,,,,Пути убожества,,,,,
HUSTR_E5M5,,,Abaddon's Void,,,,Abaddons Leere,,,,,,,,,,,,,Pustka Abaddonu,,,,Пустота Абаддона,,,,,
HUSTR_E5M6,,,Unspeakable Persecution,,,,Unsägliche Unterdrückung,,,,,,,,,,,,,Przeraźliwy ucisk,,,,Ужасающее угнетение,,,,,
HUSTR_E5M7,,,Nightmare Underworld,,,,Alptraum Unterwelt,,,,,,,,,,,,,Koszmarne podziemia,,,,Кошмарная преисподня,,,,,
HUSTR_E5M8,,,Halls of Perdition,,,,Hallen der Verdammnis,,,,,,,,,,,,,Korytarze Potępienia,,,,Залы погибели,,,,,
HUSTR_E5M9,,,Realm of Iblis,,,,Reich des Iblis,,,,,,,,,,,,,Królestwo Eblisa,,,,Царство Иблиса,,,,,
,sigil2 level names (sans level #),,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUSTR_E6M1,,,Cursed Darkness,,,,Verfluchte Dunkelheit,,,,,,,,,,,,,Przeklęty mrok,,,,Проклятая тьма,,,,,
HUSTR_E6M2,,,Violent Hatred,,,,Schmerzhafter Hass,,,,,,,,,,,,,Zaciekła nienawiść,,,,Яростная ненависть,,,,,
HUSTR_E6M3,,,Twilight Desolation,,,,Zwielichtige Verwüstung,,,,,,,,,,,,,Spustoszenie o zmierzchu,,,,Сумерчное запустение,,,,,
HUSTR_E6M4,,,Fragments of Sanity,,,,Fragmente der Vernunft,,,,,,,,,,,,,Odłamki poczytalności,,,,Отрывки здравомыслия,,,,,
HUSTR_E6M5,,,Wrathful Reckoning,,,,Zornige Abrechnung,,,,,,,,,,,,,Gniewny osąd,,,,Гневная расплата,,,,,
HUSTR_E6M6,,,Vengeance Unleashed,,,,Entfesselte Rache,,,,,,,,,,,,,Wyzwolona zemsta,,,,Вольная месть,,,,,
HUSTR_E6M7,,,Descent Into Terror,,,,Abstieg in den Terror,,,,,,,,,,,,,Popadek w przerażenie,,,,Погружение в страх,,,,,
HUSTR_E6M8,,,Abyss of Despair,,,,Abgrund der Verzwiflung,,,,,,,,,,,,,Otchłań rozpaczy,,,,Бездна отчаяния,,,,,
HUSTR_E6M9,,,Shattered Homecoming,,,,Zerrüttete Heimkehr,,,,,,,,,,,,,Zaniedbany powrót,,,,Разрушенное возвращение,,,,,
,legacy of rust level names,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XHUSTR_1,,,Scar Gate,,,,Tor der Narben,,,,,,,,,,,,,Wrota blizn,,,,Врата шрама,,,,,
XHUSTR_2,,,Sanguine Wastes,,,,Blutige Abfälle,,,,,,,,,,,,,Krwawe odpady,,,,Кровавые отходы,,,,,
XHUSTR_3,,,Spirit Drains,,,,Seelen-Abfluss,,,,,,,,,,,,,Wyżymarka dusz,,,,Стоки душ,,,,,
XHUSTR_4,,,Descending Inferno,,,,Abgründiges Inferno,,,,,,,,,,,,,Schodzące Inferno,,,,Нисходящий Ад,,,,,
XHUSTR_5,,,Creeping Hate,,,,Schleichender Hass,,,,,,,,,,,,,Ukryta nienawiść,,,,Крадущаяся ненависть,,,,,
XHUSTR_6,,,The Coiled City,,,,Die verschlungene Stadt,,,,,,,,,,,,,Miasto zakrętów,,,,Спиральный город,,,,,
XHUSTR_7,,,Forfeited Salvation,,,,Verwirkte Erlösung,,,,,,,,,,,,,Przepadłe zbawienie,,,,Утраченное спасение,,,,,
XHUSTR_8,,,Ash Mill,,,,Aschemühle,,,,,,,,,,,,,Ashowe Rondo Wiatraczna,,,,Пепельная мельница,,,,,
XHUSTR_9,,,Second Coming,,,,Wiederkunft,,,,,,,,,,,,,Drugie nadejście,,,,Второе пришествие,,,,,
XHUSTR_10,,,Falsehood,,,,Unwahrheit,,,,,,,,,,,,,Kłamstwo,,,,Ложь,,,,,
XHUSTR_11,,,Dis Union,,,,,,,,,,,,,,,,,,,,,,,,,,
XHUSTR_12,,,Echoes of Pain,,,,Echos des Schmerzes,,,,,,,,,,,,,Echa bólu,,,,Отголоски боли,,,,,
XHUSTR_13,,,The Rack,,,,Das Gestell,,,,,,,,,,,,,Regał,,,,Стойка,,,,,
XHUSTR_14,,,Soul Silo,,,,Seelen-Silo,,,,,,,,,,,,,Izolatka dusz,,,,Силос душ,,,,,
XHUSTR_15,,,Brink,,,,,,,,,,,,,,,,,Skraj,,,,Грань,,,,,
XHUSTR_16,,,Panopticon,,,,Panoptikum,,,,,,,,,,,,,Panoptikon,,,,Паноптикум,,,,,
XHUSTR_99,,,Test Map Please Ignore,,,,"Test-Level, bitte ignorieren",,,,,,,,,,,,,Mapa testowa zignoruj ją,,,,Тестовая карта прошу проигнорировать,,,,,
,iddm1 level names,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHUSTR_1,,,One,,,,Eins,,,,,,,,,,,,,Pierwsza,,,,Один,,,,,
MHUSTR_2,,,Surge,,,,Überspannung,,,,,,,,,,,,,Przypływ,,,,Волна,,,,,
MHUSTR_3,,,Artemis,,,,,,,,,,,,,,,,,Artemida,,,,Артемида,,,,,
MHUSTR_4,,,Lazarus 2024,,,,,,,,,,,,,,,,,Łazarz 2024,,,,Лазарь 2024,,,,,
MHUSTR_5,,,Baneful Crypt,,,,Verwünschte Gruft,,,,,,,,,,,,,Zgubna krypta,,,,Губительный склеп,,,,,
MHUSTR_6,,,Ziggurat,,,,,,,,,,,,,,,,,,,,,Зиккурат,,,,,
MHUSTR_7,,,Magnificent Seven,,,,Glorreiche Sieben,,,,,,,,,,,,,Siedmiu wspaniałych,,,,Великолепная семёрка,,,,,
MHUSTR_8,,,High Hopes,,,,Große Hoffnungen,,,,,,,,,,,,,Wielkie nadzieje,,,,Большие надежды,,,,,
MHUSTR_9,,,Tournament Edition,,,,Turnier Edition,,,,,,,,,,,,,Edycja turniejowa,,,,Турнирное издание,,,,,
MHUSTR_10,,,Purge Facility,,,,Säuberungsanlage,,,,,,,,,,,,,Placówka ds. czystek,,,,Очистная установка,,,,,
MHUSTR_11,,,Bad Archeology,,,,Schlechte Archäologie,,,,,,,,,,,,,Zła archeologia,,,,Плохая археология,,,,,
MHUSTR_12,,,Catapult Ordeal,,,,Katapult-Prüfung,,,,,,,,,,,,,Męczarnia z katapultą,,,,Испытание катапультой,,,,,
MHUSTR_13,,,Moonbase,,,,Mondbasis,,,,,,,,,,,,,Stacja księzycowa,,,,Лунная база,,,,,
MHUSTR_14,,,X-Factor,,,,,,,,,,,,,,,,,,,,,Фактор икс,,,,,
MHUSTR_15,,,Marble and Blood,,,,Marmor und Blut,,,,,,,,,,,,,Marmur z krwią,,,,Мрамор и кровь,,,,,
MHUSTR_16,,,Wicked Warehouse,,,,Abgefahrenes Lagerhaus,,,,,,,,,,,,,Potworny magazyn,,,,Зловещий склад,,,,,
MHUSTR_17,,,Future Shock,,,,Zukunftsschock,,,,,,,,,,,,,Szok przyszłości,,,,Шок будущего,,,,,
MHUSTR_18,,,Diesel,,,,,,,,,,,,,,,,,,,,,Дизель,,,,,
MHUSTR_19,,,Blood Offering,,,,Blutopfer,,,,,,,,,,,,,Ofiara krwi,,,,Кровавое приношение,,,,,
MHUSTR_20,,,Corrupted Outpost,,,,Korrupter Außenposten,,,,,,,,,,,,,Placówka zepsucia,,,,Оскверненный аванпост,,,,,
MHUSTR_21,,,Treatment Station,,,,Behandlungsstation,,,,,,,,,,,,,Stacja leczenia,,,,Станция обработки,,,,,
MHUSTR_22,,,Luca Doesn't Name Maps,,,,Luca benennt keine Level,,,,,,,,,,,,,Luca nie nadaje mapom nazw,,,,Лука не дает картам названия,,,,,
MHUSTR_23,,,Good Ideas,,,,Gute Ideen,,,,,,,,,,,,,Dobre pomysły,,,,Хорошие идеи,,,,,
MHUSTR_24,,,Static Station,,,,Feste Station,,,,,,,,,,,,,Stacja statyczna,,,,Статическая станция,,,,,
MHUSTR_25,,,Heckbase Alpha,,,,Heckbasis Alpha,,,,,,,,,,,,,Stacja cholerna Alfa,,,,Чертобаза Альфа,,,,,
MHUSTR_26,,,Shoot to Kill,,,,Schieße um zu töten ,,,,,,,,,,,,,Strzelaj aby zabić,,,,Стрелять на поражение,,,,,
